post_catalog_id,post_tif,pre_catalog_id,pre_tif,min_xy,max_xy,x_coord,y_coord,label
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.977347,28.685365,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.270972,29.604595,Flooded / Blocked Road
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.942052,28.740242,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.298741,29.591668,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.932892,28.729322,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.935566,28.729613,Flooded / Damaged Building
1040010032211E00,2110020.tif,1040010032211E00,2110020.tif,"(-97.03125, 28.30078125)","(-96.943359375, 28.388671875)",-96.982816,28.360477,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.280644,29.595199,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.282084,29.59584,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.883593,28.654169,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.280759,29.595616,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.937229,28.728287,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.998528,28.794356,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.967511,28.817634,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.334943,29.591273,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.335334,29.591399,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.194655,29.534002,Flooded / Blocked Road
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.866099,28.491101,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.870376,28.806945,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.861379,28.482001,Flooded / Blocked Road
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.964768,28.620052,Flooded / Blocked Road
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.965363,28.620984,Flooded / Blocked Road
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.862344,28.484364,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.863943,28.489647,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.903815,28.784806,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.899314,28.643487,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.946035,28.515636,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.968962,28.619098,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.995092,28.797915,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.989645,28.770998,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.934568,28.72843,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.87229,28.762067,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.936507,28.728113,Flooded / Damaged Building
1040010032211E00,2110020.tif,1040010032211E00,2110020.tif,"(-97.03125, 28.30078125)","(-96.943359375, 28.388671875)",-96.980944,28.360131,Flooded / Blocked Road
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.951799,28.506496,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.95178,28.508127,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.999344,28.752682,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.980796,28.559224,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.995698,28.623194,Flooded / Blocked Road
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.959666,28.497219,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.273016,29.605568,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.273236,29.605591,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.271594,29.60439,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.271873,29.604854,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.270932,29.605138,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.269835,29.605206,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.938227,28.765045,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.32966,29.588548,Flooded / Damaged Building
1040010032211E00,2110022.tif,1040010032211E00,2110022.tif,"(-97.03125, 28.388671875)","(-96.943359375, 28.4765625)",-96.982666,28.472229,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.950278,28.708958,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.272933,29.606353,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.272477,29.605922,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.271814,29.605915,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.271575,29.605915,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.950034,28.719092,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.949438,28.719659,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.949886,28.720508,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.277184,29.610141,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.946901,28.740578,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.951142,28.711315,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.880908,28.718485,Flooded / Damaged Building
105001000B95E200,3002233.tif,105001000B95E200,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)",-95.302747,29.460065,Flooded / Damaged Building
105001000B95E200,3002233.tif,105001000B95E200,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)",-95.29969,29.463045,Flooded / Damaged Building
105001000B95E200,3002233.tif,105001000B95E200,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)",-95.3037,29.459231,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.946509,28.820966,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.947639,28.820357,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.237471,29.560272,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.950524,28.711453,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.23834,29.560493,Flooded / Blocked Road
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.937631,28.503719,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.238286,29.560757,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.239005,29.56057,Flooded / Damaged Building
105001000B95E200,3002231.tif,105001000B95E200,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)",-95.290627,29.400714,Flooded / Damaged Building
105001000B95E200,3002231.tif,105001000B95E200,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)",-95.291228,29.402317,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.889225,28.766724,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.988902,28.569471,Flooded / Blocked Road
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-97.00144,28.622429,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.992866,28.485097,Flooded / Blocked Road
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.992888,28.484625,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.234759,29.556807,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.233536,29.556247,Flooded / Damaged Building
1040010032211E00,2110021.tif,1040010032211E00,2110021.tif,"(-96.943359375, 28.30078125)","(-96.85546875, 28.388671875)",-96.904868,28.375248,Trash Heap
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.880377,28.800369,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.215909,29.554376,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.215356,29.554212,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.880068,28.800907,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.88053,28.800543,Flooded / Damaged Building
105001000B95E200,3002322.tif,105001000B95E200,3002322.tif,"(-95.2734375, 29.443359375)","(-95.185546875, 29.53125)",-95.233786,29.45768,Flooded / Blocked Road
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.941513,28.715459,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.979228,28.498325,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.233673,29.556525,Flooded / Blocked Road
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.977779,28.685326,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.19406,29.534504,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.194365,29.535129,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.193174,29.534994,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.995924,28.636262,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.985863,28.782155,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.873329,28.4714,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.987228,28.789,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.862559,28.480427,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.987901,28.488978,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.862489,28.486269,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.862615,28.486497,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.977661,28.790662,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.879504,28.485761,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.887852,28.465488,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.989515,28.642958,Flooded / Blocked Road
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.885068,28.463703,Flooded / Damaged Building
1040010032211E00,2110220.tif,1040010032211E00,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)",-96.98741,28.655198,Flooded / Blocked Road
1040010032211E00,2112001.tif,1040010032211E00,2112001.tif,"(-96.943359375, 28.828125)","(-96.85546875, 28.916015625)",-96.918521,28.835865,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.89757,28.461397,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.940449,28.575498,Flooded / Blocked Road
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.184945,29.520704,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.901758,28.641098,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.935609,28.794464,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.884811,28.470913,Flooded / Damaged Building
1040010032211E00,2110021.tif,1040010032211E00,2110021.tif,"(-96.943359375, 28.30078125)","(-96.85546875, 28.388671875)",-96.895734,28.385716,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.149902,29.50197,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.149334,29.500924,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.141582,29.504565,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.140954,29.503846,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.970845,28.48473,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.96976,28.646248,Flooded / Blocked Road
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.999043,28.53784,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.891489,28.456357,Flooded / Damaged Building
1040010032211E00,2110202.tif,1040010032211E00,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)",-96.999781,28.592686,Flooded / Blocked Road
105001000B95E200,3002332.tif,105001000B95E200,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)",-95.090518,29.521073,Flooded / Blocked Road
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.941232,28.604154,Flooded / Blocked Road
105001000B95E200,3020101.tif,105001000B95E200,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)",-95.098468,29.532154,Flooded / Damaged Building
105001000B95E200,3020101.tif,105001000B95E200,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)",-95.098618,29.532355,Flooded / Damaged Building
105001000B95E200,3020110.tif,105001000B95E200,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)",-95.0929,29.535164,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.861009,28.420548,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.112893,29.456842,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.111853,29.45524,Flooded / Blocked Road
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.906279,28.399942,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.906585,28.399994,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.89296,28.64251,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.861471,28.420067,Trash Heap
1040010032211E00,2112001.tif,1040010032211E00,2112001.tif,"(-96.943359375, 28.828125)","(-96.85546875, 28.916015625)",-96.865898,28.857168,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.146512,29.444814,Flooded / Blocked Road
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.15126,29.445458,Flooded / Blocked Road
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.89259,28.651657,Flooded / Damaged Building
1040010032211E00,2110023.tif,1040010032211E00,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)",-96.878647,28.408198,Flooded / Blocked Road
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.876445,28.712145,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.887524,28.645036,Flooded / Damaged Building
105001000B95E200,3002321.tif,105001000B95E200,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)",-95.169005,29.438871,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.887231,28.646408,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.864178,28.490096,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.959738,28.782972,Flooded / Damaged Building
1040010032211E00,2110222.tif,1040010032211E00,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)",-96.961012,28.784063,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.874645,28.49616,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.873671,28.494222,Flooded / Damaged Building
1040010032211E00,2112001.tif,1040010032211E00,2112001.tif,"(-96.943359375, 28.828125)","(-96.85546875, 28.916015625)",-96.91802,28.839159,Flooded / Damaged Building
1040010032211E00,2110201.tif,1040010032211E00,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)",-96.880033,28.503562,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.909945,28.665181,Flooded / Damaged Building
1040010032211E00,2110221.tif,1040010032211E00,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)",-96.906671,28.710472,Trash Heap
1040010032211E00,2112001.tif,1040010032211E00,2112001.tif,"(-96.943359375, 28.828125)","(-96.85546875, 28.916015625)",-96.917827,28.839014,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.899268,28.800959,Flooded / Damaged Building
1040010032211E00,2110223.tif,1040010032211E00,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)",-96.901888,28.823403,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.895082,28.646065,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.875627,28.633849,Flooded / Damaged Building
1040010032211E00,2110200.tif,1040010032211E00,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)",-96.967164,28.496604,Flooded / Damaged Building
1040010032211E00,2110203.tif,1040010032211E00,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)",-96.900262,28.644841,Flooded / Damaged Building
